Year,Sample_ID_Host,Coral,Depth,Atoll,Site,d13C_Host,d15N_Host,C_ug_Host,C_wt-percent_Host,C_wt-percent-num_Host,N_ug_Host,N_wt-percent_Host,N_wt-percent-num_Host,dry-weight_mg_Host,dry-weight_ug_Host,CN_molar-ratio_Host,Sample_ID_Sym,d13C_Sym,d15N_Sym,C_ug_Sym,C_wt-percent_Sym,C_wt-percent-num_Sym,N_ug_Sym,N_wt-percent_Sym,N_wt-percent-num_Sym,dry-weight_mg_Sym,dry-weight_ug_Sym,CN_molar-ratio_Sym,d13C_host-sym,d15N_host-sym
2017,HM768,Pachyseris,Shallow,Meemu,Bodu huraa,-16.1,5.4,243.9,0.067,6.7,49,0.013,1.3,3.661,3661,5.8,ZM768,-15.2,4.9,543.5,0.266,26.6,54.6,0.027,2.7,2.042,2042,11.6,-0.9,0.5
2017,HM769,Pocillopora,Shallow,Meemu,Bodu huraa,-17.3,6.0,249.7,0.068,6.8,56.2,0.015,1.5,3.691,3691,5.2,ZM769,-16.8,4.9,978.9,0.469,46.9,119.1,0.057,5.7,2.089,2089,9.6,-0.5,1.1
2017,HM771,Pachyseris,Shallow,Meemu,Bodu huraa,-13.7,6.9,170.1,0.044,4.4,33.6,0.009,0.9,3.824,3824,5.9,ZM771,-11.5,5.4,680.1,0.325,32.5,36.7,0.018,1.8,2.095,2095,21.6,-2.2,1.5
2017,HM773,Pachyseris,Shallow,Meemu,Bodu huraa,,,56.6,0.015,1.5,13.6,0.004,0.4,3.681,3681,4.8,ZM773,-16.1,5.1,507.2,0.247,24.7,52.5,0.026,2.6,2.057,2057,11.3,,
2017,HM776,Pachyseris,Shallow,Meemu,Bodu huraa,-16.4,5.9,128.6,0.033,3.3,27,0.007,0.7,3.875,3875,5.5,ZM776,-15.2,4.5,613.3,0.291,29.1,47.6,0.023,2.3,2.108,2108,15,-1.2,1.4
2017,HM777,Pachyseris,Shallow,Meemu,Bodu huraa,-19.7,5.1,201.7,0.055,5.5,37.7,0.01,1,3.683,3683,6.2,ZM777,-17.7,2.5,300.1,0.151,15.1,34.2,0.017,1.7,1.988,1988,10.2,-2.0,2.6
2017,HM778,Pocillopora,Shallow,Meemu,Bodu huraa,-17.3,5.8,262.8,0.073,7.3,56.6,0.016,1.6,3.621,3621,5.4,ZM778,-16.2,5.2,640.8,0.31,31,88.2,0.043,4.3,2.064,2064,8.5,-1.1,0.6
2017,HM779,Pocillopora,Shallow,Meemu,Bodu huraa,-17.8,5.6,180,0.05,5,39,0.011,1.1,3.604,3604,5.4,ZM779,-17.1,4.6,950.7,0.471,47.1,124,0.061,6.1,2.017,2017,8.9,-0.7,1.0
2017,HM780,Pocillopora,Shallow,Meemu,Bodu huraa,-17.4,6.0,279.3,0.077,7.7,58.4,0.016,1.6,3.626,3626,5.6,ZM780,-16.0,5.1,646.4,0.308,30.8,78,0.037,3.7,2.099,2099,9.7,-1.4,0.9
2017,HM784,Pachyseris,Deep,Meemu,Veyvah,-15.1,5.4,345.8,0.095,9.5,68.6,0.019,1.9,3.632,3632,5.9,ZM784,-14.8,5.6,506.4,0.249,24.9,60.1,0.03,3,2.033,2033,9.8,-0.3,-0.2
2017,HM786,Pachyseris,Deep,Meemu,Veyvah,-15.5,5.2,279.4,0.077,7.7,50,0.014,1.4,3.64,3640,6.5,ZM786,-15.3,4.9,908.2,0.425,42.5,87.6,0.041,4.1,2.137,2137,12.1,-0.2,0.3
2017,HM787,Pachyseris,Deep,Meemu,Veyvah,-14.7,6.1,375.7,0.103,10.3,68.4,0.019,1.9,3.645,3645,6.4,ZM787,-13.7,5.6,437.7,0.217,21.7,51.9,0.026,2.6,2.02,2020,9.8,-1.0,0.5
2017,HM793,Galaxea,Deep,Meemu,Veyvah,-17.0,5.8,364,0.099,9.9,80.5,0.022,2.2,3.691,3691,5.3,ZM793,-16.8,4.4,428.8,0.211,21.1,60.8,0.03,3,2.035,2035,8.2,-0.2,1.4
2017,HM794,Galaxea,Deep,Meemu,Veyvah,-18.4,6.3,386.2,0.107,10.7,79.3,0.022,2.2,3.601,3601,5.7,ZM794,-15.8,4.6,500.3,0.243,24.3,56.3,0.027,2.7,2.063,2063,10.4,-2.6,1.7
2017,HM796,Galaxea,Deep,Meemu,Veyvah,-18.3,6.4,340.6,0.093,9.3,69.6,0.019,1.9,3.679,3679,5.7,ZM796,-15.5,5.2,376,0.182,18.2,42.8,0.021,2.1,2.063,2063,10.2,-2.8,1.2
2017,HM801,Pocillopora,Deep,Meemu,Veyvah,-16.7,6.1,418.3,0.115,11.5,84.7,0.023,2.3,3.633,3633,5.8,ZM801,-15.9,5.1,789,0.383,38.3,96.2,0.047,4.7,2.062,2062,9.6,-0.8,1.0
2017,HM805,Pocillopora,Deep,Meemu,Veyvah,-16.9,6.2,357.1,0.098,9.8,78.2,0.021,2.1,3.647,3647,5.3,ZM805,-15.8,4.3,555.3,0.27,27,53.9,0.026,2.6,2.054,2054,12,-1.1,1.9
2017,HM806,Pocillopora,Deep,Meemu,Veyvah,-17.5,6.6,399.1,0.109,10.9,84.6,0.023,2.3,3.651,3651,5.5,ZM806,-16.3,5.2,656.3,0.328,32.8,78.8,0.039,3.9,2,2000,9.7,-1.2,1.4
2017,HM810,Pocillopora,Shallow,Meemu,Veyvah,-17.8,6.6,366.9,0.1,10,76.7,0.021,2.1,3.669,3669,5.6,ZM810,-17.0,4.9,718.2,0.343,34.3,87.5,0.042,4.2,2.094,2094,9.6,-0.8,1.7
2017,HM813,Pocillopora,Shallow,Meemu,Veyvah,-17.8,6.3,379.9,0.105,10.5,83.7,0.023,2.3,3.627,3627,5.3,ZM813,-17.2,5.4,759.5,0.372,37.2,90.4,0.044,4.4,2.042,2042,9.8,-0.6,0.9
2017,HM817,Pocillopora,Shallow,Meemu,Veyvah,-18.4,6.7,374.6,0.103,10.3,82.1,0.022,2.2,3.65,3650,5.3,ZM817,-17.1,6.1,456.6,0.229,22.9,81.1,0.041,4.1,1.991,1991,6.6,-1.3,0.6
2017,HM819,Galaxea,Shallow,Meemu,Veyvah,-17.3,5.5,307.7,0.084,8.4,69.7,0.019,1.9,3.653,3653,5.1,ZM819,-17.3,4.6,577.1,0.281,28.1,78.1,0.038,3.8,2.056,2056,8.6,0.0,0.9
2017,HM820,Galaxea,Shallow,Meemu,Veyvah,-15.8,6.9,273.1,0.075,7.5,55.5,0.015,1.5,3.658,3658,5.7,ZM820,-12.3,3.2,249.7,0.124,12.4,31.6,0.016,1.6,2.006,2006,9.2,-3.5,3.7
2017,HM823,Pachyseris,Deep,Vaavu,Kandimma Falhu,-15.5,6.3,386.4,0.105,10.5,75.7,0.021,2.1,3.669,3669,6,ZM823,-15.0,5.7,799.1,0.39,39,86.5,0.042,4.2,2.047,2047,10.8,-0.5,0.6
2017,HM827,Pachyseris,Deep,Vaavu,Kandimma Falhu,-15.8,5.9,387.7,0.105,10.5,72.3,0.02,2,3.694,3694,6.3,ZM827,-16.3,6.3,539.3,0.243,24.3,72.4,0.033,3.3,2.215,2215,8.7,0.5,-0.4
2017,HM829,Pachyseris,Deep,Vaavu,Kandimma Falhu,-16.0,4.4,351.3,0.096,9.6,71,0.019,1.9,3.674,3674,5.8,ZM829,-15.9,6.1,720.3,0.352,35.2,89.6,0.044,4.4,2.049,2049,9.4,-0.1,-1.7
2017,HM830,Galaxea,Deep,Vaavu,Kandimma Falhu,-18.4,6.5,390.9,0.107,10.7,86.5,0.024,2.4,3.638,3638,5.3,ZM830,-17.7,5.1,724.8,0.349,34.9,98.1,0.047,4.7,2.079,2079,8.6,-0.7,1.4
2017,HM831,Galaxea,Deep,Vaavu,Kandimma Falhu,-17.2,6.8,250,0.068,6.8,56.2,0.015,1.5,3.662,3662,5.2,ZM831,-17.3,4.7,564.4,0.283,28.3,77.7,0.039,3.9,1.996,1996,8.5,0.1,2.1
2017,HM832,Galaxea,Deep,Vaavu,Kandimma Falhu,-17.0,5.8,289.9,0.079,7.9,67.3,0.018,1.8,3.678,3678,5,ZM832,-16.4,4.9,671.9,0.327,32.7,88.9,0.043,4.3,2.056,2056,8.8,-0.6,0.9
2017,HM835,Pocillopora,Deep,Vaavu,Kandimma Falhu,-19.4,5.5,225.4,0.062,6.2,56.6,0.016,1.6,3.639,3639,4.6,ZM835,-18.7,4.7,586,0.287,28.7,67.8,0.033,3.3,2.042,2042,10.1,-0.7,0.8
2017,HM838,Pocillopora,Deep,Vaavu,Kandimma Falhu,-17.5,5.6,264.4,0.068,6.8,57.3,0.015,1.5,3.903,3903,5.4,ZM838,-16.5,4.8,868,0.423,42.3,118.1,0.058,5.8,2.05,2050,8.6,-1.0,0.8
2017,HM843,Pocillopora,Deep,Vaavu,Kandimma Falhu,-19.0,5.9,247.8,0.068,6.8,56,0.015,1.5,3.625,3625,5.2,ZM843,-18.1,5.1,597.1,0.28,28,77.2,0.036,3.6,2.135,2135,9,-0.9,0.8
2017,HM845,Pachyseris,Shallow,Vaavu,Kandimma Falhu,-13.1,6.2,295.4,0.082,8.2,61.7,0.017,1.7,3.608,3608,5.6,ZM845,-12.2,6.6,317.6,0.153,15.3,45.5,0.022,2.2,2.076,2076,8.1,-0.9,-0.4
2017,HM846,Pachyseris,Shallow,Vaavu,Kandimma Falhu,-14.1,6.0,294.8,0.081,8.1,57.9,0.016,1.6,3.618,3618,5.9,ZM846,-14.1,5.5,333.4,0.162,16.2,37.8,0.018,1.8,2.059,2059,10.3,0.0,0.5
2017,HM847,Pachyseris,Shallow,Vaavu,Kandimma Falhu,-12.3,6.8,287.2,0.078,7.8,59.5,0.016,1.6,3.703,3703,5.6,ZM847,-11.3,6.3,541.9,0.262,26.2,48.9,0.024,2.4,2.065,2065,12.9,-1.0,0.5
2017,HM848,Pachyseris,Shallow,Vaavu,Kandimma Falhu,-15.8,6.4,169.3,0.046,4.6,34.4,0.009,0.9,3.698,3698,5.7,ZM848,-15.5,5.9,777.5,0.389,38.9,87.1,0.044,4.4,1.997,1997,10.4,-0.3,0.5
2017,HM852,Pachyseris,Shallow,Vaavu,Kandimma Falhu,-14.0,5.4,218.1,0.06,6,43.6,0.012,1.2,3.637,3637,5.8,ZM852,-14.4,5.6,477.1,0.238,23.8,61.1,0.031,3.1,2.002,2002,9.1,0.4,-0.2
2017,HM856,Pocillopora,Shallow,Vaavu,Kandimma Falhu,-17.2,6.4,473.4,0.129,12.9,100,0.027,2.7,3.682,3682,5.5,ZM856,-16.2,4.9,910.3,0.447,44.7,114.8,0.056,5.6,2.035,2035,9.3,-1.0,1.5
2017,HM860,Pocillopora,Shallow,Vaavu,Kandimma Falhu,-16.8,6.0,451.7,0.122,12.2,96.8,0.026,2.6,3.7,3700,5.4,ZM860,-15.9,4.9,537.1,0.252,25.2,75.1,0.035,3.5,2.131,2131,8.3,-0.9,1.1
2017,HM861,Pocillopora,Shallow,Vaavu,Kandimma Falhu,-17.4,6.6,480.5,0.132,13.2,103.2,0.028,2.8,3.627,3627,5.4,ZM861,-15.7,4.9,769.3,0.381,38.1,93,0.046,4.6,2.018,2018,9.7,-1.7,1.7
2017,HM865,Galaxea,Shallow,Vaavu,Kandimma Falhu,-15.4,6.4,452,0.124,12.4,102.3,0.028,2.8,3.657,3657,5.2,ZM865,-14.2,5.8,402.5,0.196,19.6,44.2,0.022,2.2,2.053,2053,10.6,-1.2,0.6
2017,HM868,Galaxea,Shallow,Vaavu,Kandimma Falhu,-15.0,6.2,459.4,0.126,12.6,95.2,0.026,2.6,3.635,3635,5.6,ZM868,-15.2,4.7,520.8,0.251,25.1,75.7,0.036,3.6,2.079,2079,8,0.2,1.5
2017,HM869,Galaxea,Shallow,Vaavu,Kandimma Falhu,-16.2,6.6,231,0.064,6.4,49.7,0.014,1.4,3.607,3607,5.4,ZM869,-14.0,4.5,428.9,0.206,20.6,49.1,0.024,2.4,2.078,2078,10.2,-2.2,2.1
2017,HM872,Pocillopora,Deep,Vaavu,Medhu Faru,-18.1,6.5,494,0.134,13.4,105.5,0.029,2.9,3.696,3696,5.5,ZM872,-17.6,4.7,756.5,0.368,36.8,96.9,0.047,4.7,2.057,2057,9.1,-0.5,1.8
2017,HM873,Pocillopora,Deep,Vaavu,Medhu Faru,-18.7,5.6,409.7,0.111,11.1,88.1,0.024,2.4,3.693,3693,5.4,ZM873,-18.1,4.8,853.3,0.405,40.5,123.2,0.059,5.9,2.105,2105,8.1,-0.6,0.8
2017,HM874,Pocillopora,Deep,Vaavu,Medhu Faru,-18.6,6.2,439.1,0.121,12.1,87.8,0.024,2.4,3.626,3626,5.8,ZM874,-18.3,4.2,636.8,0.307,30.7,87.7,0.042,4.2,2.076,2076,8.5,-0.3,2.0
2017,HM875,Galaxea,Deep,Vaavu,Medhu Faru,-17.8,6.2,296.8,0.081,8.1,67.3,0.018,1.8,3.643,3643,5.1,ZM875,-17.1,5.6,644.8,0.314,31.4,67.3,0.033,3.3,2.052,2052,11.2,-0.7,0.6
2017,HM879,Galaxea,Deep,Vaavu,Medhu Faru,-18.0,6.6,446.3,0.123,12.3,101.1,0.028,2.8,3.626,3626,5.2,ZM879,-16.7,5.4,679.7,0.325,32.5,73.4,0.035,3.5,2.09,2090,10.8,-1.3,1.2
2017,HM880,Galaxea,Deep,Vaavu,Medhu Faru,-17.0,6.0,271.2,0.073,7.3,63.7,0.017,1.7,3.705,3705,5,ZM880,-16.4,4.3,406.2,0.192,19.2,54.1,0.026,2.6,2.116,2116,8.8,-0.6,1.7
2017,HM885,Pachyseris,Deep,Vaavu,Medhu Faru,-16.9,6.0,633.5,0.173,17.3,105.2,0.029,2.9,3.672,3672,7,ZM885,-15.3,5.4,604,0.294,29.4,68.8,0.034,3.4,2.051,2051,10.2,-1.6,0.6
2017,HM888,Pachyseris,Deep,Vaavu,Medhu Faru,-16.7,6.2,327.3,0.089,8.9,60.8,0.017,1.7,3.681,3681,6.3,ZM888,-15.8,5.3,653.7,0.317,31.7,73.5,0.036,3.6,2.061,2061,10.4,-0.9,0.9
2017,HM889,Pachyseris,Deep,Vaavu,Medhu Faru,-18.2,6.5,662.7,0.18,18,147.3,0.04,4,3.672,3672,5.3,ZM889,-15.3,5.4,608.2,0.297,29.7,64.2,0.031,3.1,2.049,2049,11.1,-2.9,1.1
2017,HM893,Pocillopora,Shallow,Vaavu,Medhu Faru,-19.0,6.1,405.3,0.111,11.1,93.6,0.026,2.6,3.641,3641,5.1,ZM893,-17.6,5.2,569,0.284,28.4,62,0.031,3.1,2.006,2006,10.7,-1.4,0.9
2017,HM897,Pocillopora,Shallow,Vaavu,Medhu Faru,-17.2,7.0,628.9,0.174,17.4,142.7,0.039,3.9,3.62,3620,5.1,ZM897,-15.8,5.6,1011.1,0.482,48.2,93.3,0.044,4.4,2.098,2098,12.6,-1.4,1.4
2017,HM899,Pocillopora,Shallow,Vaavu,Medhu Faru,-15.6,6.3,426.5,0.115,11.5,72.7,0.02,2,3.701,3701,6.8,ZM899,-16.9,5.2,776.1,0.37,37,111.6,0.053,5.3,2.096,2096,8.1,1.3,1.1
2017,HM903,Galaxea,Shallow,Vaavu,Medhu Faru,-17.4,6.1,371.5,0.101,10.1,72.7,0.02,2,3.68,3680,6,ZM903,-16.5,5.5,373.1,0.183,18.3,46.2,0.023,2.3,2.035,2035,9.4,-0.9,0.6
2017,HM905,Galaxea,Shallow,Vaavu,Medhu Faru,-16.8,6.3,506.4,0.14,14,112.6,0.031,3.1,3.612,3612,5.2,ZM905,-16.7,5.1,536.2,0.257,25.7,67.7,0.032,3.2,2.084,2084,9.2,-0.1,1.2
2017,HM906,Galaxea,Shallow,Vaavu,Medhu Faru,-14.8,5.8,387.5,0.106,10.6,86.8,0.024,2.4,3.655,3655,5.2,ZM906,-14.2,4.6,469.6,0.215,21.5,63.9,0.029,2.9,2.186,2186,8.6,-0.6,1.2
2017,HM913,Galaxea,Deep,South Male,Tholhimaraahuraa,-17.2,6.5,656.5,0.179,17.9,125.5,0.034,3.4,3.658,3658,6.1,ZM913,-16.6,4.5,700.1,0.343,34.3,100.1,0.049,4.9,2.041,2041,8.2,-0.6,2.0
2017,HM915,Galaxea,Deep,South Male,Tholhimaraahuraa,-17.3,6.5,533.4,0.146,14.6,113.8,0.031,3.1,3.655,3655,5.5,ZM915,-17.3,4.6,661.4,0.33,33,94.8,0.047,4.7,2.003,2003,8.1,0.0,1.9
2017,HM916,Galaxea,Deep,South Male,Tholhimaraahuraa,-17.6,7.0,383.5,0.104,10.4,81.1,0.022,2.2,3.682,3682,5.5,ZM916,-17.8,5.2,455.2,0.227,22.7,61.1,0.031,3.1,2.003,2003,8.7,0.2,1.8
2017,HM921,Pocillopora,Deep,South Male,Tholhimaraahuraa,-19.2,6.1,494.5,0.136,13.6,106.3,0.029,2.9,3.623,3623,5.4,ZM921,-18.8,4.0,975,0.459,45.9,128.8,0.061,6.1,2.122,2122,8.8,-0.4,2.1
2017,HM922,Pocillopora,Deep,South Male,Tholhimaraahuraa,-16.9,6.1,468.4,0.129,12.9,99.2,0.027,2.7,3.644,3644,5.5,ZM922,-16.5,4.5,802.9,0.402,40.2,131.1,0.066,6.6,1.999,1999,7.1,-0.4,1.6
2017,HM927,Pocillopora,Deep,South Male,Tholhimaraahuraa,-18.7,6.2,474.7,0.132,13.2,100.5,0.028,2.8,3.6,3600,5.5,ZM927,-18.2,4.6,875.3,0.42,42,116.5,0.056,5.6,2.083,2083,8.8,-0.5,1.6
2017,HM930,Pachyseris,Deep,South Male,Tholhimaraahuraa,-15.6,7.0,459.7,0.126,12.6,85.9,0.024,2.4,3.635,3635,6.2,ZM930,-10.4,6.0,440.5,0.206,20.6,39.4,0.018,1.8,2.137,2137,13,-5.2,1.0
2017,HM933,Pachyseris,Deep,South Male,Tholhimaraahuraa,-17.5,6.2,366.6,0.1,10,67.4,0.018,1.8,3.648,3648,6.3,ZM933,-12.6,5.3,447.6,0.212,21.2,39.5,0.019,1.9,2.111,2111,13.2,-4.9,0.9
2017,HM934,Pachyseris,Deep,South Male,Tholhimaraahuraa,-17.1,6.3,452.3,0.123,12.3,79.9,0.022,2.2,3.688,3688,6.6,ZM934,-16.0,5.9,543.1,0.266,26.6,73.7,0.036,3.6,2.039,2039,8.6,-1.1,0.4
2017,HM938,Galaxea,Shallow,South Male,Tholhimaraahuraa,-17.0,6.2,467.8,0.129,12.9,102.9,0.028,2.8,3.634,3634,5.3,ZM938,-17.5,4.0,777.9,0.387,38.7,103.5,0.051,5.1,2.011,2011,8.8,0.5,2.2
2017,HM939,Galaxea,Shallow,South Male,Tholhimaraahuraa,-17.5,6.6,419,0.114,11.4,97.7,0.027,2.7,3.684,3684,5,ZM939,-17.9,5.0,769.3,0.381,38.1,113.3,0.056,5.6,2.018,2018,7.9,0.4,1.6
2017,HM946,Galaxea,Shallow,South Male,Tholhimaraahuraa,-16.9,6.5,521.8,0.144,14.4,113,0.031,3.1,3.618,3618,5.4,ZM946,-16.2,5.8,633.2,0.316,31.6,73.3,0.037,3.7,2.002,2002,10.1,-0.7,0.7
2017,HM949,Pocillopora,Shallow,South Male,Tholhimaraahuraa,-17.5,6.7,507,0.139,13.9,112.2,0.031,3.1,3.658,3658,5.3,ZM949,-16.8,5.4,913.3,0.456,45.6,134.4,0.067,6.7,2.003,2003,7.9,-0.7,1.3
2017,HM950,Pocillopora,Shallow,South Male,Tholhimaraahuraa,-17.4,6.7,572,0.156,15.6,124.7,0.034,3.4,3.658,3658,5.4,ZM950,-17.1,5.1,810.2,0.398,39.8,122.6,0.06,6,2.037,2037,7.7,-0.3,1.6
2017,HM952,Pocillopora,Shallow,South Male,Tholhimaraahuraa,-16.9,6.6,526,0.145,14.5,114.5,0.032,3.2,3.615,3615,5.4,ZM952,-15.7,5.7,823.3,0.409,40.9,94.7,0.047,4.7,2.011,2011,10.1,-1.2,0.9
2017,HM961,Pachyseris,Shallow,South Male,Tholhimaraahuraa,-16.2,6.8,437.6,0.12,12,78.6,0.022,2.2,3.649,3649,6.5,ZM961,-15.4,5.1,630.9,0.3,30,74.4,0.035,3.5,2.101,2101,9.9,-0.8,1.7
2017,HM962,Pachyseris,Shallow,South Male,Tholhimaraahuraa,-14.8,6.8,435.2,0.12,12,84.2,0.023,2.3,3.64,3640,6,ZM962,-10.8,5.8,436.6,0.209,20.9,39.6,0.019,1.9,2.088,2088,12.9,-4.0,1.0
2017,HM965,Pachyseris,Shallow,South Male,Tholhimaraahuraa,-17.2,4.5,215.2,0.059,5.9,43.3,0.012,1.2,3.649,3649,5.8,ZM965,-15.3,4.5,353.5,0.175,17.5,43.5,0.022,2.2,2.018,2018,9.5,-1.9,0.0
2017,HM967,Pocillopora,Deep,South Male,Fushidiggaru Falhu,-18.6,6.0,362.9,0.098,9.8,81.8,0.022,2.2,3.694,3694,5.2,ZM967,-17.3,5.0,784.7,0.383,38.3,100.2,0.049,4.9,2.047,2047,9.1,-1.3,1.0
2017,HM969,Pocillopora,Deep,South Male,Fushidiggaru Falhu,-18.7,6.0,323.3,0.089,8.9,66.3,0.018,1.8,3.647,3647,5.7,ZM969,-17.5,4.4,969.5,0.473,47.3,106.1,0.052,5.2,2.049,2049,10.7,-1.2,1.6
2017,HM975,Pocillopora,Deep,South Male,Fushidiggaru Falhu,-18.4,6.0,380.3,0.104,10.4,75.6,0.021,2.1,3.666,3666,5.9,ZM975,-17.7,4.1,393.5,0.196,19.6,55.7,0.028,2.8,2.008,2008,8.2,-0.7,1.9
2017,HM979,Galaxea,Deep,South Male,Fushidiggaru Falhu,-16.1,5.7,722.2,0.197,19.7,130.3,0.036,3.6,3.664,3664,6.5,ZM979,-15.9,4.3,326.6,0.146,14.6,44.5,0.02,2,2.241,2241,8.6,-0.2,1.4
2017,HM981,Galaxea,Deep,South Male,Fushidiggaru Falhu,-16.7,5.9,523.2,0.141,14.1,105.8,0.029,2.9,3.699,3699,5.8,ZM981,-16.0,4.5,696.2,0.337,33.7,93.8,0.045,4.5,2.065,2065,8.7,-0.7,1.4
2017,HM984,Galaxea,Deep,South Male,Fushidiggaru Falhu,-16.6,5.9,407.5,0.113,11.3,87.9,0.024,2.4,3.62,3620,5.4,ZM984,-15.6,5.3,649.4,0.318,31.8,87.7,0.043,4.3,2.041,2041,8.6,-1.0,0.6
2017,HM985,Pachyseris,Deep,South Male,Fushidiggaru Falhu,-15.6,5.8,458.7,0.125,12.5,93.4,0.025,2.5,3.684,3684,5.7,ZM985,-14.7,5.4,766.7,0.382,38.2,80.6,0.04,4,2.007,2007,11.1,-0.9,0.4
2017,HM986,Pachyseris,Deep,South Male,Fushidiggaru Falhu,-14.2,5.7,632.9,0.171,17.1,113,0.031,3.1,3.692,3692,6.5,ZM986,-13.7,5.8,334,0.163,16.3,36,0.018,1.8,2.049,2049,10.8,-0.5,-0.1
2017,HM990,Pachyseris,Deep,South Male,Fushidiggaru Falhu,-16.3,5.7,195.1,0.053,5.3,43.1,0.012,1.2,3.688,3688,5.3,ZM990,-15.0,5.2,474.9,0.227,22.7,45,0.022,2.2,2.093,2093,12.3,-1.3,0.5
2017,HM998,Galaxea,Shallow,South Male,Fushidiggaru Falhu,-17.1,5.9,381.3,0.104,10.4,79.9,0.022,2.2,3.651,3651,5.6,ZM998,-16.6,5.2,543,0.267,26.7,62.1,0.031,3.1,2.03,2030,10.2,-0.5,0.7
2017,HM1000,Galaxea,Shallow,South Male,Fushidiggaru Falhu,-14.5,5.7,443.4,0.12,12,84.7,0.023,2.3,3.688,3688,6.1,ZM1000,-13.8,4.9,593.8,0.292,29.2,72.6,0.036,3.6,2.035,2035,9.5,-0.7,0.8
2017,HM1001,Galaxea,Shallow,South Male,Fushidiggaru Falhu,-16.6,6.2,329.8,0.091,9.1,68.7,0.019,1.9,3.637,3637,5.6,ZM1001,-16.2,4.9,599.9,0.3,30,70.4,0.035,3.5,2.003,2003,9.9,-0.4,1.3
2017,HM1005,Pocillopora,Shallow,South Male,Fushidiggaru Falhu,-16.7,6.0,321,0.089,8.9,77.5,0.022,2.2,3.602,3602,4.8,ZM1005,-14.9,6.2,657.1,0.313,31.3,100.2,0.048,4.8,2.1,2100,7.7,-1.8,-0.2
2017,HM1007,Pocillopora,Shallow,South Male,Fushidiggaru Falhu,-17.7,6.4,437.6,0.119,11.9,97.9,0.027,2.7,3.693,3693,5.2,ZM1007,-16.4,5.7,714.7,0.354,35.4,98.5,0.049,4.9,2.02,2020,8.5,-1.3,0.7
2017,HM1008,Pocillopora,Shallow,South Male,Fushidiggaru Falhu,-17.0,4.1,405,0.11,11,127.1,0.035,3.5,3.674,3674,3.7,ZM1008,-12.4,6.2,420.4,0.207,20.7,47.9,0.024,2.4,2.032,2032,10.2,-4.6,-2.1
2017,HM1010,Pachyseris,Shallow,South Male,Fushidiggaru Falhu,-14.5,5.7,415.5,0.113,11.3,69,0.019,1.9,3.682,3682,7,ZM1010,-14.1,5.3,770.9,0.378,37.8,75.3,0.037,3.7,2.042,2042,11.9,-0.4,0.4
2017,HM1011,Pachyseris,Shallow,South Male,Fushidiggaru Falhu,-16.0,5.8,302.3,0.083,8.3,58.7,0.016,1.6,3.638,3638,6,ZM1011,-14.0,5.3,358.5,0.179,17.9,42.7,0.021,2.1,2.002,2002,9.8,-2.0,0.5
