Year,Sample_ID,Tissue_type,Coral,Depth,Atoll,Site,Host_d13C,Host_d15N,Host_C_ug,Host_wt-percent_C,Host_wt-percent_C_num,Host_N_ug,Host_wt-percent_N,Host_wt-percent_N_num,Host_dry-weight_mg,Host_dry-weight_ug,Host_CN_molar-ratio
2017,HM425,Host,Pocillopora,Deep,North Ari,Dinoluga,-17.8,5.1,328.26,0.089,8.9,75.93,0.021,2.1,3.678,3678,5
2017,HM427,Host,Galaxea,Deep,North Ari,Dinoluga,-17.6,5.3,137.56,0.038,3.8,36,0.01,1,3.66,3660,4.5
2017,HM428,Host,Pocillopora,Deep,North Ari,Dinoluga,-18.8,5.8,223.42,0.062,6.2,52.89,0.015,1.5,3.627,3627,4.9
2017,HM432,Host,Galaxea,Deep,North Ari,Dinoluga,-18.5,5.4,154.47,0.042,4.2,38.93,0.011,1.1,3.682,3682,4.6
2017,HM433,Host,Galaxea,Deep,North Ari,Dinoluga,,5.1,99.44,0.049,4.9,23.18,0.011,1.1,2.024,2024,5
2017,HM436,Host,Galaxea,Deep,North Ari,Dinoluga,-17.8,6.8,122.05,0.034,3.4,28.28,0.008,0.8,3.628,3628,5
2017,HM442,Host,Pocillopora,Deep,North Ari,Dinoluga,-18.7,4.6,170,0.047,4.7,42.48,0.012,1.2,3.639,3639,4.7
2017,HM443,Host,Galaxea,Deep,North Ari,Dinoluga,-17.9,5.7,204.04,0.056,5.6,48.05,0.013,1.3,3.612,3612,5
2017,HM447,Host,Pocillopora,Deep,North Ari,Dinoluga,-17.7,5.2,128.01,0.036,3.6,30.9,0.009,0.9,3.588,3588,4.8
2017,HM448,Host,Galaxea,Deep,North Ari,Dinoluga,-17.2,5.9,266.14,0.072,7.2,55.78,0.015,1.5,3.673,3673,5.6
2017,HM452,Host,Galaxea,Shallow,North Ari,Dinoluga,-19,5.6,199.53,0.054,5.4,44.52,0.012,1.2,3.693,3693,5.2
2017,HM453,Host,Pocillopora,Shallow,North Ari,Dinoluga,-17.1,5.4,241.24,0.065,6.5,56.17,0.015,1.5,3.684,3684,5
2017,HM456,Host,Galaxea,Shallow,North Ari,Dinoluga,-17.7,5.7,377.59,0.102,10.2,69.27,0.019,1.9,3.693,3693,6.4
2017,HM458,Host,Pocillopora,Shallow,North Ari,Dinoluga,-17.1,5.9,385.21,0.104,10.4,78.21,0.021,2.1,3.689,3689,5.7
2017,HM463,Host,Pocillopora,Shallow,North Ari,Dinoluga,-16.3,5.5,168.72,0.047,4.7,38.96,0.011,1.1,3.606,3606,5.1
2017,HM464,Host,Galaxea,Shallow,North Ari,Dinoluga,-17,4.8,106.56,0.029,2.9,25.33,0.007,0.7,3.668,3668,4.9
2017,HM468,Host,Pachyseris,Deep,South Ari,Dhiggaru Falhu,-16.1,5.4,143.16,0.039,3.9,28.54,0.008,0.8,3.676,3676,5.9
2017,HM470,Host,Pachyseris,Deep,South Ari,Dhiggaru Falhu,,,83.29,0.023,2.3,18.41,0.005,0.5,3.665,3665,5.3
2017,HM472,Host,Pachyseris,Deep,South Ari,Dhiggaru Falhu,-15.5,5.4,115.51,0.032,3.2,25.01,0.007,0.7,3.632,3632,5.4
2017,HM474,Host,Pocillopora,Deep,South Ari,Dhiggaru Falhu,-19.3,5.9,225.21,0.061,6.1,53.42,0.014,1.4,3.702,3702,4.9
2017,HM475,Host,Pocillopora,Deep,South Ari,Dhiggaru Falhu,-19.6,5.6,213.84,0.059,5.9,51.91,0.014,1.4,3.622,3622,4.8
2017,HM476,Host,Galaxea,Deep,South Ari,Dhiggaru Falhu,-18.3,5.4,105.02,0.029,2.9,25.16,0.007,0.7,3.625,3625,4.9
2017,HM478,Host,Galaxea,Deep,South Ari,Dhiggaru Falhu,-17.7,5.7,136.49,0.037,3.7,30.38,0.008,0.8,3.693,3693,5.2
2017,HM480,Host,Pocillopora,Deep,South Ari,Dhiggaru Falhu,-18.3,6.3,209.52,0.058,5.8,47.91,0.013,1.3,3.643,3643,5.1
2017,HM485,Host,Galaxea,Deep,South Ari,Dhiggaru Falhu,-17.9,5.2,190.16,0.052,5.2,44.11,0.012,1.2,3.65,3650,5
2017,HM487,Host,Pachyseris,Shallow,South Ari,Dhiggaru Falhu,-14.9,5.3,145.13,0.039,3.9,27.96,0.008,0.8,3.677,3677,6.1
2017,HM489,Host,Pachyseris,Shallow,South Ari,Dhiggaru Falhu,-17.2,6.2,258.12,0.07,7,46.75,0.013,1.3,3.671,3671,6.4
2017,HM490,Host,Pachyseris,Shallow,South Ari,Dhiggaru Falhu,,,50.28,0.014,1.4,12.84,0.004,0.4,3.589,3589,4.6
2017,HM492,Host,Pachyseris,Shallow,South Ari,Dhiggaru Falhu,-14.8,5.8,159.67,0.044,4.4,34.57,0.009,0.9,3.655,3655,5.4
2017,HM494,Host,Pocillopora,Shallow,South Ari,Dhiggaru Falhu,-17.9,6.5,364.15,0.101,10.1,83.6,0.023,2.3,3.616,3616,5.1
2017,HM499,Host,Pocillopora,Shallow,South Ari,Dhiggaru Falhu,-18.7,5.8,181.9,0.049,4.9,42.86,0.012,1.2,3.68,3680,5
2017,HM501,Host,Galaxea,Deep,North Male,Reethi Rah,-17.9,5.3,141.76,0.038,3.8,29.18,0.008,0.8,3.688,3688,5.7
2017,HM502,Host,Galaxea,Deep,North Male,Reethi Rah,,,69.24,0.019,1.9,13.77,0.004,0.4,3.661,3661,5.9
2017,HM504,Host,Pachyseris,Deep,North Male,Reethi Rah,,,91.71,0.025,2.5,19.18,0.005,0.5,3.688,3688,5.6
2017,HM507,Host,Pachyseris,Deep,North Male,Reethi Rah,-14,5,146.29,0.04,4,31.41,0.008,0.8,3.696,3696,5.4
2017,HM509,Host,Pachyseris,Deep,North Male,Reethi Rah,-16.6,5.3,150.14,0.041,4.1,30.39,0.008,0.8,3.631,3631,5.8
2017,HM514,Host,Pachyseris,Shallow,North Male,Reethi Rah,-16.3,4.6,149.05,0.041,4.1,36.32,0.01,1,3.639,3639,4.8
2017,HM516,Host,Galaxea,Shallow,North Male,Reethi Rah,-16.1,5.8,299.94,0.082,8.2,61.84,0.017,1.7,3.676,3676,5.7
2017,HM517,Host,Galaxea,Shallow,North Male,Reethi Rah,-16.8,5.3,147.94,0.04,4,33.95,0.009,0.9,3.683,3683,5.1
2017,HM518,Host,Galaxea,Shallow,North Male,Reethi Rah,-16.9,5.7,328.44,0.09,9,64.39,0.018,1.8,3.644,3644,6
2017,HM519,Host,Pocillopora,Shallow,South Ari,Dhiggaru Falhu,-17.9,6.3,227.41,0.062,6.2,50.9,0.014,1.4,3.688,3688,5.2
2017,HM522,Host,Galaxea,Shallow,South Ari,Dhiggaru Falhu,-15.2,6.1,129.71,0.035,3.5,30.27,0.008,0.8,3.677,3677,5
2017,HM528,Host,Galaxea,Shallow,South Ari,Dhiggaru Falhu,-16.3,5.6,120.01,0.032,3.2,29.16,0.008,0.8,3.693,3693,4.8
2017,HM529,Host,Galaxea,Shallow,South Ari,Dhiggaru Falhu,-16.3,5.1,135.65,0.037,3.7,34.42,0.009,0.9,3.685,3685,4.6
2017,HM532,Host,Pachyseris,Shallow,South Ari,Dhangethi,-14.6,6.7,218.73,0.06,6,42.92,0.012,1.2,3.664,3664,5.9
2017,HM534,Host,Pachyseris,Shallow,South Ari,Dhangethi,-16.5,6.5,213.41,0.058,5.8,40.34,0.011,1.1,3.658,3658,6.2
2017,HM535,Host,Pachyseris,Shallow,South Ari,Dhangethi,-15.5,6.5,186.03,0.051,5.1,37.24,0.01,1,3.658,3658,5.8
2017,HM542,Host,Pachyseris,Deep,South Ari,Dhangethi,-14.1,6.6,398.47,0.108,10.8,79.87,0.022,2.2,3.673,3673,5.8
2017,HM543,Host,Pachyseris,Deep,South Ari,Dhangethi,-14.7,6,304.91,0.083,8.3,55.55,0.015,1.5,3.666,3666,6.4
2017,HM546,Host,Pachyseris,Deep,South Ari,Dhangethi,-14.4,6.4,434.13,0.12,12,82.18,0.023,2.3,3.627,3627,6.2
2017,HM554,Host,Galaxea,Deep,Dhaalu,Maadheli,,5.5,90.38,0.025,2.5,20.76,0.006,0.6,3.68,3680,5.1
2017,HM555,Host,Galaxea,Deep,Dhaalu,Maadheli,-17.3,6,154.8,0.043,4.3,35.18,0.01,1,3.614,3614,5.1
2017,HM556,Host,Galaxea,Deep,Dhaalu,Maadheli,-17.2,5.9,187.51,0.051,5.1,47.87,0.013,1.3,3.68,3680,4.6
2017,HM557,Host,Galaxea,Deep,Dhaalu,Maadheli,-17.6,6,169.74,0.046,4.6,38.67,0.011,1.1,3.663,3663,5.1
2017,HM558,Host,Galaxea,Deep,Dhaalu,Maadheli,-18.2,7.8,105.97,0.029,2.9,23.56,0.006,0.6,3.657,3657,5.2
2017,HM560,Host,Pachyseris,Deep,Dhaalu,Maadheli,-13.3,6.5,258.49,0.07,7,58,0.016,1.6,3.674,3674,5.2
2017,HM562,Host,Pachyseris,Deep,Dhaalu,Maadheli,-14,6.1,240.72,0.065,6.5,57.04,0.016,1.6,3.678,3678,4.9
2017,HM566,Host,Pachyseris,Deep,Dhaalu,Maadheli,-14.6,6.8,259.68,0.072,7.2,52.46,0.014,1.4,3.621,3621,5.8
2017,HM569,Host,Pocillopora,Deep,Dhaalu,Maadheli,-17.8,6,222.28,0.061,6.1,51.84,0.014,1.4,3.67,3670,5
2017,HM570,Host,Pocillopora,Deep,Dhaalu,Maadheli,-19.8,5.9,202.07,0.056,5.6,51.28,0.014,1.4,3.606,3606,4.6
2017,HM571,Host,Pocillopora,Deep,Dhaalu,Maadheli,-18.3,6,151.41,0.04,4,34.99,0.009,0.9,3.794,3794,5
2017,HM574,Host,Pocillopora,Deep,Dhaalu,Maadheli,-19.5,6.3,170.48,0.047,4.7,42.15,0.012,1.2,3.644,3644,4.7
2017,HM575,Host,Pocillopora,Deep,Dhaalu,Maadheli,-18.8,5.9,175.89,0.048,4.8,40.77,0.011,1.1,3.664,3664,5
2017,HM577,Host,Galaxea,Shallow,Dhaalu,Maadheli,-17.7,6.5,297.85,0.081,8.1,64.96,0.018,1.8,3.7,3700,5.3
2017,HM581,Host,Galaxea,Shallow,Dhaalu,Maadheli,-16.5,7,237.31,0.065,6.5,49.73,0.014,1.4,3.657,3657,5.6
2017,HM585,Host,Galaxea,Shallow,Dhaalu,Maadheli,-16.2,6.4,322.42,0.089,8.9,67.44,0.019,1.9,3.612,3612,5.6
2017,HM588,Host,Pocillopora,Shallow,Dhaalu,Maadheli,-18.5,6.2,415.74,0.115,11.5,98.63,0.027,2.7,3.629,3629,4.9
2017,HM593,Host,Pocillopora,Shallow,Dhaalu,Maadheli,-17.8,6.2,310.14,0.086,8.6,71.79,0.02,2,3.606,3606,5
2017,HM594,Host,Pocillopora,Shallow,Dhaalu,Maadheli,-17.4,6.3,240.77,0.066,6.6,53.41,0.015,1.5,3.653,3653,5.3
2017,HM597,Host,Pachyseris,Deep,Dhaalu,Maafushi,-14.6,5.6,313.99,0.086,8.6,64.35,0.018,1.8,3.655,3655,5.7
2017,HM599,Host,Pachyseris,Deep,Dhaalu,Maafushi,-14.9,5.7,184.8,0.051,5.1,36.05,0.01,1,3.653,3653,6
2017,HM601,Host,Pocillopora,Deep,Dhaalu,Maafushi,-18.3,5.7,393.82,0.108,10.8,84.94,0.023,2.3,3.632,3632,5.4
2017,HM607,Host,Pachyseris,Deep,Dhaalu,Maafushi,-15.1,5.1,361.97,0.098,9.8,74.17,0.02,2,3.697,3697,5.7
2017,HM611,Host,Pocillopora,Shallow,Dhaalu,Maafushi,-17.8,5.9,263.53,0.072,7.2,59.73,0.016,1.6,3.664,3664,5.1
2017,HM613,Host,Pocillopora,Shallow,Dhaalu,Maafushi,-18.3,5.5,479.24,0.132,13.2,108.85,0.03,3,3.638,3638,5.1
2017,HM616,Host,Pocillopora,Shallow,Dhaalu,Maafushi,-18.9,6,191.95,0.053,5.3,45.13,0.012,1.2,3.634,3634,5
2017,HM621,Host,Galaxea,Shallow,Dhaalu,Maafushi,-17.5,5.2,188.09,0.052,5.2,42.37,0.012,1.2,3.645,3645,5.2
2017,HM622,Host,Galaxea,Shallow,Dhaalu,Maafushi,-17.6,6.1,190.62,0.053,5.3,43.82,0.012,1.2,3.61,3610,5.1
2017,HM624,Host,Galaxea,Shallow,Dhaalu,Maafushi,-18.5,5.6,357.63,0.097,9.7,73.85,0.02,2,3.689,3689,5.6
2017,HM625,Host,Galaxea,Shallow,Dhaalu,Naibukaloabodufushi,-17.5,6.2,332.54,0.092,9.2,75.59,0.021,2.1,3.619,3619,5.1
2017,HM626,Host,Galaxea,Shallow,Dhaalu,Naibukaloabodufushi,-17.7,6.3,383.04,0.104,10.4,80.47,0.022,2.2,3.689,3689,5.6
2017,HM628,Host,Galaxea,Shallow,Dhaalu,Naibukaloabodufushi,-16.6,6.5,369.95,0.102,10.2,74.94,0.021,2.1,3.623,3623,5.8
2017,HM633,Host,Pocillopora,Shallow,Dhaalu,Naibukaloabodufushi,-18.1,6.6,374.35,0.103,10.3,80.38,0.022,2.2,3.631,3631,5.4
2017,HM634,Host,Pocillopora,Shallow,Dhaalu,Naibukaloabodufushi,-17.3,6.7,439.54,0.122,12.2,94.49,0.026,2.6,3.612,3612,5.4
2017,HM637,Host,Pocillopora,Shallow,Dhaalu,Naibukaloabodufushi,-17.8,6.7,342.63,0.095,9.5,77.74,0.021,2.1,3.621,3621,5.1
2017,HM638,Host,Pachyseris,Shallow,Dhaalu,Naibukaloabodufushi,-17,6.5,349.43,0.097,9.7,68.69,0.019,1.9,3.612,3612,5.9
2017,HM641,Host,Pachyseris,Shallow,Dhaalu,Naibukaloabodufushi,-17.4,6.1,436.13,0.119,11.9,82.24,0.022,2.2,3.671,3671,6.2
2017,HM648,Host,Pocillopora,Deep,Dhaalu,Naibukaloabodufushi,-19.2,6,481.56,0.133,13.3,97.59,0.027,2.7,3.631,3631,5.8
2017,HM649,Host,Pocillopora,Deep,Dhaalu,Naibukaloabodufushi,-17,6.4,398.81,0.109,10.9,87.18,0.024,2.4,3.672,3672,5.3
2017,HM650,Host,Pocillopora,Deep,Dhaalu,Naibukaloabodufushi,-18.3,6.3,446.74,0.123,12.3,91.85,0.025,2.5,3.639,3639,5.7
2017,HM654,Host,Pachyseris,Deep,Dhaalu,Naibukaloabodufushi,-14.9,6.8,373.77,0.104,10.4,77.3,0.021,2.1,3.596,3596,5.6
2017,HM655,Host,Pachyseris,Deep,Dhaalu,Naibukaloabodufushi,-17.1,6.6,272.98,0.075,7.5,49.65,0.014,1.4,3.649,3649,6.4
2017,HM661,Host,Pachyseris,Deep,Dhaalu,Naibukaloabodufushi,-15.1,6.7,320.99,0.089,8.9,70.32,0.019,1.9,3.623,3623,5.3
2017,HM664,Host,Galaxea,Deep,Dhaalu,Naibukaloabodufushi,-17.4,6.7,416.17,0.114,11.4,93.36,0.026,2.6,3.653,3653,5.2
2017,HM665,Host,Galaxea,Deep,Dhaalu,Naibukaloabodufushi,-18.8,6.3,244.95,0.067,6.7,50.04,0.014,1.4,3.672,3672,5.7
2017,HM667,Host,Galaxea,Deep,Dhaalu,Naibukaloabodufushi,-17,7.1,225.68,0.062,6.2,51.66,0.014,1.4,3.621,3621,5.1
2017,HM670,Host,Pocillopora,Deep,Dhaalu,Hulhuvehi,-19.3,6.1,331.89,0.091,9.1,72.95,0.02,2,3.644,3644,5.3
2017,HM671,Host,Pocillopora,Deep,Dhaalu,Hulhuvehi,-18.1,5,168.23,0.047,4.7,42.8,0.012,1.2,3.593,3593,4.6
2017,HM672,Host,Pocillopora,Deep,Dhaalu,Hulhuvehi,-19.3,6.1,270.03,0.074,7.4,63.36,0.017,1.7,3.642,3642,5
2017,HM677,Host,Pocillopora,Deep,Dhaalu,Hulhuvehi,-18.9,6,254.57,0.07,7,55.17,0.015,1.5,3.623,3623,5.4
2017,HM679,Host,Galaxea,Deep,Dhaalu,Hulhuvehi,-17.5,6,251.08,0.069,6.9,56.24,0.015,1.5,3.632,3632,5.2
2017,HM687,Host,Pachyseris,Deep,Dhaalu,Hulhuvehi,-17.2,5.3,126.1,0.034,3.4,27.35,0.007,0.7,3.668,3668,5.4
2017,HM690,Host,Pachyseris,Deep,Dhaalu,Hulhuvehi,-19,5.4,183.07,0.05,5,44.34,0.012,1.2,3.638,3638,4.8
2017,HM692,Host,Pachyseris,Deep,Dhaalu,Hulhuvehi,-15.7,6.3,391.55,0.107,10.7,70.97,0.019,1.9,3.672,3672,6.4
2017,HM694,Host,Pocillopora,Shallow,Dhaalu,Hulhuvehi,-17.7,6.2,332.25,0.092,9.2,76.14,0.021,2.1,3.627,3627,5.1
2017,HM695,Host,Pocillopora,Shallow,Dhaalu,Hulhuvehi,-17.9,6,207.07,0.057,5.7,49.75,0.014,1.4,3.658,3658,4.9
2017,HM698,Host,Pocillopora,Shallow,Dhaalu,Hulhuvehi,-16,5.9,272.21,0.074,7.4,58.51,0.016,1.6,3.7,3700,5.4
2017,HM700,Host,Pocillopora,Shallow,Dhaalu,Hulhuvehi,-18.5,5.9,192.85,0.053,5.3,44.68,0.012,1.2,3.664,3664,5
2017,HM702,Host,Pachyseris,Shallow,Dhaalu,Hulhuvehi,,,51.13,0.025,2.5,11.47,0.006,0.6,2.082,2082,5.2
2017,HM703,Host,Pachyseris,Shallow,Dhaalu,Hulhuvehi,-15.7,5.6,218.43,0.06,6,42.31,0.012,1.2,3.629,3629,6
2017,HM704,Host,Pachyseris,Shallow,Dhaalu,Hulhuvehi,-15.8,5.5,198.18,0.054,5.4,34.81,0.01,1,3.643,3643,6.6
2017,HM707,Host,Galaxea,Shallow,Dhaalu,Hulhuvehi,-17.6,5.8,184.44,0.05,5,42.31,0.012,1.2,3.657,3657,5.1
2017,HM710,Host,Galaxea,Shallow,Dhaalu,Hulhuvehi,-15,6.1,178.24,0.048,4.8,40.54,0.011,1.1,3.696,3696,5.1
2017,HM712,Host,Galaxea,Shallow,Dhaalu,Hulhuvehi,-16.7,5.8,208.98,0.058,5.8,47.33,0.013,1.3,3.631,3631,5.2
2017,HM714,Host,Pachyseris,Deep,Meemu,Kurali,-16.6,6.1,336.61,0.093,9.3,63.97,0.018,1.8,3.62,3620,6.1
2017,HM719,Host,Pachyseris,Deep,Meemu,Kurali,-14.2,6.5,398.12,0.108,10.8,77.95,0.021,2.1,3.694,3694,6
2017,HM725,Host,Pachyseris,Shallow,Meemu,Kurali,-16.4,5.8,,,,179.68,0.049,4.9,3.696,3696,
2017,HM728,Host,Pachyseris,Shallow,Meemu,Kurali,-14.5,6.4,497,0.136,13.6,96.18,0.026,2.6,3.644,3644,6
2017,HM729,Host,Pachyseris,Shallow,Meemu,Kurali,-14.2,6.1,505.08,0.138,13.8,100.01,0.027,2.7,3.66,3660,5.9
2017,HM732,Host,Galaxea,Deep,Meemu,Bodu huraa,-18.1,6.2,324.48,0.088,8.8,69.06,0.019,1.9,3.684,3684,5.5
2017,HM733,Host,Pocillopora,Deep,Meemu,Bodu huraa,-19.2,5.8,344.51,0.094,9.4,73.96,0.02,2,3.657,3657,5.4
2017,HM734,Host,Pocillopora,Deep,Meemu,Bodu huraa,-18.8,5.8,344.64,0.094,9.4,75.46,0.02,2,3.681,3681,5.3
2017,HM736,Host,Pocillopora,Deep,Meemu,Bodu huraa,,,76.26,0.021,2.1,18.46,0.005,0.5,3.643,3643,4.8
2017,HM738,Host,Galaxea,Deep,Meemu,Bodu huraa,-17.1,5.7,229.91,0.063,6.3,52.89,0.014,1.4,3.658,3658,5.1
2017,HM742,Host,Pocillopora,Deep,Meemu,Bodu huraa,-18.5,5.7,201.55,0.055,5.5,51.1,0.014,1.4,3.663,3663,4.6
2017,HM743,Host,Pachyseris,Deep,Meemu,Bodu huraa,-14.1,6,244.95,0.067,6.7,51.84,0.014,1.4,3.675,3675,5.5
2017,HM746,Host,Pachyseris,Deep,Meemu,Bodu huraa,-15.1,5.7,226.2,0.063,6.3,43.15,0.012,1.2,3.617,3617,6.1
2017,HM747,Host,Pachyseris,Deep,Meemu,Bodu huraa,-15.3,5.7,249.1,0.068,6.8,50.08,0.014,1.4,3.646,3646,5.8
2017,HM748,Host,Galaxea,Deep,Meemu,Bodu huraa,-18,6.1,196.39,0.053,5.3,42.27,0.012,1.2,3.673,3673,5.4
2017,HM758,Host,Galaxea,Shallow,Meemu,Bodu huraa,-16.4,6.4,311.78,0.085,8.5,67.24,0.018,1.8,3.682,3682,5.4
2017,HM760,Host,Galaxea,Shallow,Meemu,Bodu huraa,-19.6,5.1,201.18,0.055,5.5,44.22,0.012,1.2,3.635,3635,5.3
2017,HM761,Host,Galaxea,Shallow,Meemu,Bodu huraa,-15.6,5.7,356.23,0.098,9.8,70.27,0.019,1.9,3.62,3620,5.9
2017,HM768,Host,Pachyseris,Shallow,Meemu,Bodu huraa,-16.1,5.4,243.88,0.067,6.7,49,0.013,1.3,3.661,3661,5.8
2017,HM769,Host,Pocillopora,Shallow,Meemu,Bodu huraa,-17.3,6,249.73,0.068,6.8,56.17,0.015,1.5,3.691,3691,5.2
2017,HM771,Host,Pachyseris,Shallow,Meemu,Bodu huraa,-13.7,6.9,170.07,0.044,4.4,33.55,0.009,0.9,3.824,3824,5.9
2017,HM773,Host,Pachyseris,Shallow,Meemu,Bodu huraa,,,56.57,0.015,1.5,13.64,0.004,0.4,3.681,3681,4.8
2017,HM776,Host,Pachyseris,Shallow,Meemu,Bodu huraa,-16.4,5.9,128.57,0.033,3.3,27.03,0.007,0.7,3.875,3875,5.5
2017,HM777,Host,Pachyseris,Shallow,Meemu,Bodu huraa,-19.7,5.1,201.74,0.055,5.5,37.74,0.01,1,3.683,3683,6.2
2017,HM778,Host,Pocillopora,Shallow,Meemu,Bodu huraa,-17.3,5.8,262.78,0.073,7.3,56.61,0.016,1.6,3.621,3621,5.4
2017,HM779,Host,Pocillopora,Shallow,Meemu,Bodu huraa,-17.8,5.6,180.03,0.05,5,39.03,0.011,1.1,3.604,3604,5.4
2017,HM780,Host,Pocillopora,Shallow,Meemu,Bodu huraa,-17.4,6,279.32,0.077,7.7,58.37,0.016,1.6,3.626,3626,5.6
2017,HM784,Host,Pachyseris,Deep,Meemu,Veyvah,-15.1,5.4,345.82,0.095,9.5,68.57,0.019,1.9,3.632,3632,5.9
2017,HM786,Host,Pachyseris,Deep,Meemu,Veyvah,-15.5,5.2,279.42,0.077,7.7,50.01,0.014,1.4,3.64,3640,6.5
2017,HM787,Host,Pachyseris,Deep,Meemu,Veyvah,-14.7,6.1,375.68,0.103,10.3,68.37,0.019,1.9,3.645,3645,6.4
2017,HM793,Host,Galaxea,Deep,Meemu,Veyvah,-17,5.8,363.99,0.099,9.9,80.54,0.022,2.2,3.691,3691,5.3
2017,HM794,Host,Galaxea,Deep,Meemu,Veyvah,-18.4,6.3,386.22,0.107,10.7,79.25,0.022,2.2,3.601,3601,5.7
2017,HM796,Host,Galaxea,Deep,Meemu,Veyvah,-18.3,6.4,340.55,0.093,9.3,69.59,0.019,1.9,3.679,3679,5.7
2017,HM801,Host,Pocillopora,Deep,Meemu,Veyvah,-16.7,6.1,418.34,0.115,11.5,84.67,0.023,2.3,3.633,3633,5.8
2017,HM805,Host,Pocillopora,Deep,Meemu,Veyvah,-16.9,6.2,357.07,0.098,9.8,78.16,0.021,2.1,3.647,3647,5.3
2017,HM806,Host,Pocillopora,Deep,Meemu,Veyvah,-17.5,6.6,399.09,0.109,10.9,84.61,0.023,2.3,3.651,3651,5.5
2017,HM810,Host,Pocillopora,Shallow,Meemu,Veyvah,-17.8,6.6,366.91,0.1,10,76.74,0.021,2.1,3.669,3669,5.6
2017,HM813,Host,Pocillopora,Shallow,Meemu,Veyvah,-17.8,6.3,379.94,0.105,10.5,83.71,0.023,2.3,3.627,3627,5.3
2017,HM817,Host,Pocillopora,Shallow,Meemu,Veyvah,-18.4,6.7,374.6,0.103,10.3,82.11,0.022,2.2,3.65,3650,5.3
2017,HM819,Host,Galaxea,Shallow,Meemu,Veyvah,-17.3,5.5,307.7,0.084,8.4,69.73,0.019,1.9,3.653,3653,5.1
2017,HM820,Host,Galaxea,Shallow,Meemu,Veyvah,-15.8,6.9,273.14,0.075,7.5,55.49,0.015,1.5,3.658,3658,5.7
2017,HM823,Host,Pachyseris,Deep,Vaavu,Kandimma Falhu,-15.5,6.3,386.42,0.105,10.5,75.7,0.021,2.1,3.669,3669,6
2017,HM827,Host,Pachyseris,Deep,Vaavu,Kandimma Falhu,-15.8,5.9,387.69,0.105,10.5,72.31,0.02,2,3.694,3694,6.3
2017,HM829,Host,Pachyseris,Deep,Vaavu,Kandimma Falhu,-16,4.4,351.32,0.096,9.6,71,0.019,1.9,3.674,3674,5.8
2017,HM830,Host,Galaxea,Deep,Vaavu,Kandimma Falhu,-18.4,6.5,390.9,0.107,10.7,86.53,0.024,2.4,3.638,3638,5.3
2017,HM831,Host,Galaxea,Deep,Vaavu,Kandimma Falhu,-17.2,6.8,250.03,0.068,6.8,56.24,0.015,1.5,3.662,3662,5.2
2017,HM832,Host,Galaxea,Deep,Vaavu,Kandimma Falhu,-17,5.8,289.93,0.079,7.9,67.31,0.018,1.8,3.678,3678,5
2017,HM835,Host,Pocillopora,Deep,Vaavu,Kandimma Falhu,-19.4,5.5,225.4,0.062,6.2,56.62,0.016,1.6,3.639,3639,4.6
2017,HM838,Host,Pocillopora,Deep,Vaavu,Kandimma Falhu,-17.5,5.6,264.38,0.068,6.8,57.3,0.015,1.5,3.903,3903,5.4
2017,HM843,Host,Pocillopora,Deep,Vaavu,Kandimma Falhu,-19,5.9,247.76,0.068,6.8,55.99,0.015,1.5,3.625,3625,5.2
2017,HM845,Host,Pachyseris,Shallow,Vaavu,Kandimma Falhu,-13.1,6.2,295.39,0.082,8.2,61.73,0.017,1.7,3.608,3608,5.6
2017,HM846,Host,Pachyseris,Shallow,Vaavu,Kandimma Falhu,-14.1,6,294.77,0.081,8.1,57.9,0.016,1.6,3.618,3618,5.9
2017,HM847,Host,Pachyseris,Shallow,Vaavu,Kandimma Falhu,-12.3,6.8,287.2,0.078,7.8,59.53,0.016,1.6,3.703,3703,5.6
2017,HM848,Host,Pachyseris,Shallow,Vaavu,Kandimma Falhu,-15.8,6.4,169.31,0.046,4.6,34.41,0.009,0.9,3.698,3698,5.7
2017,HM852,Host,Pachyseris,Shallow,Vaavu,Kandimma Falhu,-14,5.4,218.11,0.06,6,43.59,0.012,1.2,3.637,3637,5.8
2017,HM856,Host,Pocillopora,Shallow,Vaavu,Kandimma Falhu,-17.2,6.4,473.4,0.129,12.9,100.03,0.027,2.7,3.682,3682,5.5
2017,HM860,Host,Pocillopora,Shallow,Vaavu,Kandimma Falhu,-16.8,6,451.7,0.122,12.2,96.75,0.026,2.6,3.7,3700,5.4
2017,HM861,Host,Pocillopora,Shallow,Vaavu,Kandimma Falhu,-17.4,6.6,480.47,0.132,13.2,103.2,0.028,2.8,3.627,3627,5.4
2017,HM865,Host,Galaxea,Shallow,Vaavu,Kandimma Falhu,-15.4,6.4,452,0.124,12.4,102.34,0.028,2.8,3.657,3657,5.2
2017,HM868,Host,Galaxea,Shallow,Vaavu,Kandimma Falhu,-15,6.2,459.39,0.126,12.6,95.23,0.026,2.6,3.635,3635,5.6
2017,HM869,Host,Galaxea,Shallow,Vaavu,Kandimma Falhu,-16.2,6.6,230.99,0.064,6.4,49.69,0.014,1.4,3.607,3607,5.4
2017,HM872,Host,Pocillopora,Deep,Vaavu,Medhu Faru,-18.1,6.5,493.99,0.134,13.4,105.47,0.029,2.9,3.696,3696,5.5
2017,HM873,Host,Pocillopora,Deep,Vaavu,Medhu Faru,-18.7,5.6,409.69,0.111,11.1,88.1,0.024,2.4,3.693,3693,5.4
